transaction_id,datum,store,province,kategorie,bedrag,quantity,customer_id,payment_method
TXN-000272,16 Nov 2024,Eastgate,Gauteng Province,Sport,R3327.05,1,CUST-01383,Card
TXN-000273,02-21-2024,Bay West Mall,EC,F&B,R199.76,1,CUST-00859,Cash
TXN-000274,15/11/2024,Gateway,KZN,Elec.,R 12 792.76,2,,EFT
TXN-000275,08-09-2024,sandton city,Gauteng,CLOTHING,184.94,2,CUST-00197,Card
TXN-000276,28 Nov 2024,Mall of North,LP,Electronics,6748.29,5,CUST-01183,Card
TXN-000277,13 Oct 2024,canal walk,W. Cape,Food and Beverage,R341.80,3,CUST-01970,EFT
TXN-000278,07 Oct 2024,V&A Waterfront,WC,Sports & Outdoors,R2809,1,CUST-01405,EFT
TXN-000279,17 Nov 2024,Canal walk,Western cape,Food,R573.78,5,,Cash
TXN-000280,2024-12-09,,W. Cape,Food and Beverage,R 527.41,1,CUST-01870,EFT
TXN-000281,10/08/2024,Menlyn,GAUTENG,sports,"R 3,390.72",2,CUST-00066,Card
TXN-000282,2024-01-31,Sandton city,GP,Sports & Outdoors,"R 1,996.31",3,CUST-00332,EFT
TXN-000283,2024-07-16,East Gate,Gauteng Province,SPORTS,R3108.22,2,CUST-00037,Cash
TXN-000284,26/06/2024,ONLINE,GAUTENG,Sports & Outdoors,R646.06,3,CUST-00043,EFT
TXN-000285,14 Apr 2024,East Gate,GP,Clothing,R1183,4,,EFT
TXN-000286,09-09-2024,,KZN,Cosmetics,R196.85,1,CUST-00076,Card
TXN-000287,06 May 2024,canal walk,western cape,electronics,R5051.52,2,CUST-00098,EFT
TXN-000288,01-03-2024,Sandton city,GP,Beauty & Health,"R 1,350.09",5,CUST-01271,Cash
TXN-000289,06/05/2024,Bay West Mall,E. Cape,Home & Living,R686.14,4,,Mobile Money
TXN-000290,06-01-2024,menlyn park,gauteng,Food & Beverage,R408.99,2,CUST-01498,Card
TXN-000291,02-01-2024,Gateway Umhlanga,Kwazulu-Natal,Clothes,193.04,1,CUST-00094,EFT
TXN-000292,2024-08-24,V&A,W. Cape,H&L,R650.35,1,CUST-01977,Mobile Money
TXN-000293,15/01/2024,canal walk,Western cape,Sports & Outdoors,R2504,2,CUST-00808,Mobile Money
TXN-000294,07/04/2024,Sandton City Mall,Gauteng Province,Beauty & Health,R384,3,CUST-00158,Cash
TXN-000295,11-29-2024,ONLINE,Eastern Cape,BEAUTY,236.35,1,,Mobile Money
TXN-000296,21/12/2024,,E. Cape,Home and Living,R 8 053.83,2,CUST-01410,Mobile Money
TXN-000297,05-11-2024,Menlyn Park Mall,gauteng,Home,R698.61,1,CUST-00240,Mobile Money
TXN-000298,11-15-2024,Bay West Mall,Eastern Cape,Sports & Outdoors,R1370.13,2,CUST-01817,Mobile Money
TXN-000299,04/07/2024,Eastgate,GP,Clothing,R3105.04,3,CUST-00882,Mobile Money
TXN-000300,2024-05-24,,,home & living,R 2 174.33,2,CUST-00558,Mobile Money
TXN-000301,2024-07-17,Baywest Mall,E. Cape,H&L,4805.87,1,CUST-00169,Mobile Money
TXN-000302,2024-06-08,Baywest,eastern cape,BEAUTY,R1314,1,CUST-01605,EFT
TXN-000303,27/12/2024,sandton city,GAUTENG,Sports,3873.70,1,CUST-01661,Card
TXN-000304,03-24-2024,Gateway Umhlanga,KZN,Home and Living,R6195,3,CUST-00002,Mobile Money
TXN-000305,2024-07-20,V&A,Western cape,clothing,R3277.88,1,CUST-00279,EFT
TXN-000306,21/08/2024,Gateway,KZN,food & beverage,R 598.82,2,CUST-00423,Cash
TXN-000307,06-03-2024,Canal walk,Western cape,Elec.,"R 9,644.53",1,CUST-00167,Card
TXN-000308,11 Jun 2024,Menlyn Park,Gauteng Province,Home & Living,R202,4,CUST-00070,Cash
TXN-000309,12/11/2024,VA Waterfront,Western cape,Home,R634.35,1,CUST-00110,Cash
TXN-000310,2024-05-10,,Limpopo,Home & Living,R 3 998.05,2,CUST-00418,Mobile Money
TXN-000311,05 Aug 2024,Eastgate,gauteng,Sports,922.91,1,CUST-00540,Card
TXN-000312,11-26-2024,V and A Waterfront,W. Cape,Beauty,R 667.68,1,CUST-01447,EFT
TXN-000313,2024-10-21,Menlyn Park,GAUTENG,Home,"R 7,583.39",3,CUST-00112,Mobile Money
TXN-000314,18 Jul 2024,Mall of North,Limpopo Province,Home,R4101.35,2,CUST-00012,Card
TXN-000315,2024-12-06,Online,WC,Tech,"R 20,345.08",2,CUST-01743,EFT
TXN-000316,03-07-2024,,GAUTENG,SPORTS,R3649.85,1,CUST-00050,EFT
TXN-000317,2024-04-14,V&A Waterfront,western cape,BEAUTY,R-3259.81,1,CUST-01795,Mobile Money
TXN-000318,2024-10-17,Canal Walk,Western Cape,electronics,R 11 525.51,5,CUST-00715,Card
TXN-000319,15 Oct 2024,Sandton City,Gauteng,Home & Living,R-1235.03,3,,Cash
TXN-000320,07-17-2024,Mall of the North,Limpopo,Cosmetics,R843,1,CUST-01689,EFT
TXN-000321,08-04-2024,Canal walk,W. Cape,ELECTRONICS,1053.46,1,CUST-01706,Mobile Money
TXN-000322,15 Jul 2024,sandton city,Gauteng,Apparel,R1666.89,2,CUST-00005,EFT
TXN-000323,06-10-2024,Online Store,kwazulu natal,electronics,R13247.51,4,CUST-00516,Mobile Money
TXN-000324,2024-07-25,Canal Walk Mall,W. Cape,Food,R-104.52,1,CUST-00818,Mobile Money
TXN-000325,10 Dec 2024,V&A Waterfront,W. Cape,Sports,R5732.99,2,CUST-00030,Card
TXN-000326,2024-04-16,eastgate,GP,food & beverage,(R865.31),2,CUST-01596,Cash
TXN-000327,05/12/2024,VA Waterfront,Western cape,Beauty & Health,R 1 372.08,2,CUST-00409,Cash
TXN-000328,16/05/2024,Bay West Mall,eastern cape,beauty,R 81.60,2,CUST-01956,Cash
TXN-000329,20 Jun 2024,canal walk,western cape,Cosmetics,R353,1,CUST-00128,EFT
TXN-000330,27/07/2024,SANDTON CITY,Gauteng Province,Cosmetics,"R 1,018.28",2,CUST-01856,Card
TXN-000331,22 Apr 2024,,WC,Home,R5126.86,2,CUST-01344,Mobile Money
TXN-000332,05/08/2024,V&A,western cape,H&L,R516.24,1,CUST-00122,Mobile Money
TXN-000333,09/08/2024,menlyn park,Gauteng,BEAUTY,R1022.05,4,CUST-00252,Cash
TXN-000334,25/05/2024,V and A Waterfront,WC,electronics,6540.67,1,CUST-00815,EFT
TXN-000335,2024-02-11,V&A Waterfront,Western Cape,Sports & Outdoors,R3885.15,1,CUST-00400,Card
TXN-000336,17/04/2024,Sandton City Mall,GAUTENG,sports,"R 1,448.93",1,CUST-00053,Mobile Money
TXN-000337,08/01/2024,Menlyn,Gauteng,Elec.,1757.41,1,CUST-01433,Cash
TXN-000338,04-20-2024,Sandton city,GAUTENG,Electronics,(R2569.94),2,CUST-00112,EFT
TXN-000339,04 Aug 2024,,Gauteng Province,Food,R415.99,1,CUST-00004,Mobile Money
TXN-000340,01 Feb 2024,Canal Walk Mall,Western cape,H&L,R3542,2,CUST-00154,Mobile Money
TXN-000341,21/12/2024,Baywest,Eastern Cape,Home & Living,8575.87,5,CUST-00091,EFT
TXN-000342,07-07-2024,Menlyn,,Food & Beverage,R 402.08,1,CUST-00071,Mobile Money
TXN-000343,04-01-2024,V&A,,Beauty & Health,R1681.20,2,CUST-00164,Cash
TXN-000344,12-04-2024,canal walk,Western Cape,Beauty,R2242.83,1,CUST-01334,Cash
TXN-000345,24 Feb 2024,Sandton City Mall,gauteng,Food,R633,1,CUST-00803,Card
TXN-000346,01 Nov 2024,,Kwazulu-Natal,Food and Beverage,R 120.97,1,CUST-00177,Mobile Money
TXN-000347,08-22-2024,ONLINE,eastern cape,beauty,(R1569.95),2,CUST-00119,EFT
TXN-000348,2024-09-01,mall of the north,Limpopo Province,sports,3562.87,2,CUST-00453,EFT
TXN-000349,07 Jun 2024,Sandton city,GP,Sports & Outdoors,R1922.48,3,CUST-01213,Mobile Money
TXN-000350,2024-10-31,gateway umhlanga,,beauty,195.52,3,CUST-01340,EFT
TXN-000351,05/06/2024,Gateway Mall Umhlanga,KZN,Home & Living,"R 1,261.71",1,CUST-00885,Mobile Money
TXN-000352,09 Feb 2024,eastgate,Gauteng,Food,R461.82,1,CUST-00110,EFT
TXN-000353,2024-02-28,East Gate,gauteng,Clothing,909.12,2,CUST-00575,Mobile Money
TXN-000354,11 Jul 2024,V and A Waterfront,Western Cape,electronics,R10644.99,1,CUST-00128,Cash
TXN-000355,06-30-2024,Sandton city,Gauteng Province,F&B,481.91,2,,EFT
TXN-000356,2024-08-04,Baywest,Eastern Cape,Food,R381.88,3,CUST-00151,EFT
TXN-000357,26 Sep 2024,,LP,SPORTS,R4145,1,CUST-01566,Mobile Money
TXN-000358,12-13-2024,baywest mall,eastern cape,electronics,R20562.23,4,,Cash
TXN-000359,2024-10-10,Menlyn,,BEAUTY,R330,2,,EFT
TXN-000360,15 Jun 2024,,GP,clothing,399.02,1,CUST-00112,Card
TXN-000361,06-23-2024,V&A waterfront,western cape,Food & Beverage,685.84,2,CUST-00959,Cash
TXN-000362,05-18-2024,Canal walk,WC,home & living,R5403.19,2,CUST-01866,Mobile Money
TXN-000363,10 Sep 2024,,Gauteng,H&L,R 3 194.31,3,CUST-01260,Mobile Money
TXN-000364,01-15-2024,Canal Walk Mall,Western Cape,Clothes,R1885,2,CUST-00134,Card
TXN-000365,2024-11-30,,limpopo,Home,7706.64,4,CUST-00361,Mobile Money
TXN-000366,24 Jun 2024,,KZN,Sports & Outdoors,R2754,2,CUST-01628,Mobile Money
TXN-000367,02-10-2024,,EC,sports,R 1 189.73,1,CUST-00040,Card
TXN-000368,10-25-2024,Baywest,E. Cape,Food,R 715.10,1,CUST-00023,Cash
TXN-000369,2024-06-14,Menlyn Park Mall,Gauteng Province,Food and Beverage,R-378.40,2,CUST-00197,EFT
TXN-000370,16 Dec 2024,Online,,Apparel,R813.48,3,CUST-00029,Mobile Money
TXN-000371,13 Mar 2024,SANDTON CITY,,Home & Living,R2213,1,CUST-00083,Card
TXN-000372,10-17-2024,,Limpopo,Food,R748,3,CUST-00300,Card
TXN-000373,2024-12-12,MOTN,LP,F&B,R1053.71,1,CUST-01338,Cash
TXN-000374,05 Jul 2024,Gateway Mall Umhlanga,kwazulu natal,Tech,R-1212.48,2,CUST-01364,Mobile Money
TXN-000375,18 Sep 2024,,Limpopo,Beauty,R 1 790.94,1,CUST-01339,EFT
TXN-000376,07 Nov 2024,V and A Waterfront,Western Cape,Sports & Outdoors,R380.90,5,CUST-00115,Card
TXN-000377,09/09/2024,,LP,Clothing,1317.76,3,CUST-01880,Mobile Money
TXN-000378,2024-06-25,MOTN,limpopo,Elec.,8185.39,2,CUST-00116,Card
TXN-000379,27/07/2024,,Western cape,home & living,R6909.65,4,CUST-00036,Mobile Money
TXN-000380,2024-02-10,V&A Waterfront,Western cape,Cosmetics,500.07,2,CUST-00003,Cash
TXN-000381,03 Dec 2024,Sandton City Mall,,BEAUTY,"R 1,638.64",2,CUST-00008,Mobile Money
TXN-000382,2024-02-26,Menlyn,Gauteng,CLOTHING,R311.16,1,CUST-00086,EFT
TXN-000383,2024-05-25,Canal walk,Western Cape,Beauty & Health,R299.97,2,CUST-00309,EFT
TXN-000384,05/06/2024,Online Store,LP,Elec.,"R 3,698.15",1,CUST-01110,Card
TXN-000385,10-18-2024,Baywest Mall,EC,SPORTS,"R 4,108.35",4,CUST-00126,Card
TXN-000386,29/04/2024,baywest mall,EC,Food & Beverage,R-902.75,3,CUST-01720,Cash
TXN-000387,2024-11-23,online,Western cape,Clothing,R3472.48,2,CUST-00093,Mobile Money
TXN-000388,04/05/2024,Eastgate Mall,Gauteng Province,F&B,R184,2,CUST-01252,Cash
TXN-000389,11 Oct 2024,Sandton City,Gauteng,Home,3248.58,2,CUST-00989,Cash
TXN-000390,01-04-2024,gateway umhlanga,kwazulu natal,Tech,R3666.62,3,CUST-00682,EFT
TXN-000391,2024-03-16,SANDTON CITY,Gauteng Province,CLOTHING,R 979.50,1,CUST-01237,Cash
TXN-000392,2024-04-22,,kwazulu natal,Home and Living,"R 5,206.65",1,CUST-00239,EFT
TXN-000393,12/11/2024,gateway umhlanga,KwaZulu Natal,beauty,R1090.43,1,CUST-00023,EFT
TXN-000394,04/07/2024,Sandton City Mall,GAUTENG,SPORTS,R3911.20,3,CUST-01772,Cash
TXN-000395,26 Nov 2024,Menlyn Park Mall,GP,beauty,R420.95,1,CUST-01163,Card
TXN-000396,07-09-2024,Canal Walk Mall,WC,Food and Beverage,R73.91,1,CUST-00317,Cash
TXN-000397,25 Sep 2024,Sandton city,GAUTENG,Sports,R2075.67,1,CUST-00331,Card
TXN-000398,2024-09-09,V&A,W. Cape,Elec.,"R 8,650.34",2,CUST-01269,EFT
TXN-000399,22 Nov 2024,Web,Gauteng Province,Apparel,-R918.69,3,CUST-00115,Card
TXN-000400,02-01-2024,Gateway Umhlanga,kwazulu natal,home & living,R391.63,1,CUST-00188,Cash
TXN-000401,11/12/2024,MOTN,limpopo,sports,R3795.33,4,CUST-01746,Cash
TXN-000402,04-02-2024,baywest mall,Eastern Cape,home & living,R3192,1,CUST-01550,Mobile Money
TXN-000403,13 Jul 2024,,,Electronics,R791,3,CUST-01078,Mobile Money
TXN-000404,26/10/2024,canal walk,W. Cape,Food,R686.38,2,CUST-00172,Cash
TXN-000405,2024-08-06,Sandton city,,beauty,872.14,5,CUST-00973,Mobile Money
TXN-000406,12/09/2024,East Gate,Gauteng,clothing,R1767.38,1,CUST-00079,Cash
TXN-000407,24/02/2024,,western cape,Elec.,R 3 745.33,2,CUST-01133,Mobile Money
TXN-000408,07 Feb 2024,canal walk,W. Cape,BEAUTY,R 1 061.89,4,CUST-00042,Card
TXN-000409,23 Nov 2024,Mall of North,Limpopo Province,Sports,R3101,2,CUST-01097,Mobile Money
TXN-000410,30 Aug 2024,,gauteng,H&L,1237.00,2,CUST-01545,EFT
TXN-000411,23 Dec 2024,Gateway Mall Umhlanga,KwaZulu-Natal,clothing,R494.13,1,CUST-01769,EFT
TXN-000412,22/05/2024,Sandton City Mall,GP,home & living,R884,1,CUST-00083,Mobile Money
TXN-000413,05/09/2024,Menlyn Park,,Food,315.80,2,CUST-00009,Mobile Money
TXN-000414,02-10-2024,East Gate,Gauteng Province,F&B,514.63,1,CUST-00817,Mobile Money
TXN-000415,13/11/2024,V and A Waterfront,WC,Home,R 5 080.15,4,CUST-00003,Mobile Money
TXN-000416,09-09-2024,Menlyn Park Mall,gauteng,BEAUTY,R 1 638.30,3,CUST-00191,Cash
TXN-000417,07 Sep 2024,,Western cape,Food & Beverage,R559,3,CUST-00463,EFT
TXN-000418,2024-01-23,Menlyn Park,GAUTENG,Home and Living,R2224.48,4,CUST-01909,Mobile Money
TXN-000419,15/12/2024,,E. Cape,food & beverage,R691,1,CUST-00588,Mobile Money
TXN-000420,10-16-2024,Menlyn Park,GP,Electronics,R6203,2,CUST-00039,Card
TXN-000421,07 Oct 2024,Sandton city,GP,beauty,R862.29,1,CUST-01571,Card
TXN-000422,2024-05-25,Baywest,eastern cape,Elec.,R11144,1,CUST-01366,Card
TXN-000423,05-28-2024,Gateway Mall Umhlanga,KwaZulu-Natal,F&B,R322.93,1,CUST-01806,Card
TXN-000424,2024-06-12,VA Waterfront,WC,Elec.,R10844.91,3,CUST-00724,EFT
TXN-000425,2024-09-13,Gateway Mall Umhlanga,Kwazulu-Natal,Food,360.75,1,CUST-01721,Card
TXN-000426,2024-05-20,Eastgate Mall,gauteng,F&B,R327.96,2,CUST-00100,Mobile Money
TXN-000427,31/12/2024,Gateway Umhlanga,KwaZulu Natal,Cosmetics,835.30,1,CUST-00311,EFT
TXN-000428,15 Sep 2024,baywest mall,Eastern Cape,Sports & Outdoors,R4697.00,1,CUST-00178,Mobile Money
TXN-000429,21/09/2024,Eastgate,GAUTENG,Cosmetics,R1051.93,1,CUST-01632,Mobile Money
TXN-000430,06 Dec 2024,Eastgate,gauteng,sports,"R 4,019.50",1,CUST-00067,Cash
TXN-000431,08-06-2024,MOTN,Limpopo,Apparel,"R 1,303.25",2,CUST-00956,EFT
TXN-000432,06 Jan 2024,Eastgate,GAUTENG,Tech,R4550.98,2,CUST-01421,Card
TXN-000433,11-08-2024,Eastgate,GP,Sports & Outdoors,3332.81,1,,Cash
TXN-000434,31/12/2024,,Gauteng,Electronics,20905.86,2,CUST-01389,EFT
TXN-000435,07-19-2024,V&A,Western cape,BEAUTY,R1158,1,CUST-01473,Mobile Money
TXN-000436,2024-04-24,Eastgate Mall,GAUTENG,H&L,R1800.05,1,CUST-00462,Card
TXN-000437,06/06/2024,sandton city,Gauteng,Food and Beverage,R326.04,3,CUST-00166,EFT
TXN-000438,2024-12-08,Online,eastern cape,Home & Living,"R 2,611.06",1,CUST-00348,Mobile Money
TXN-000439,07/02/2024,Bay West Mall,E. Cape,Beauty,1607.25,2,CUST-01350,Mobile Money
TXN-000440,2024-07-16,Eastgate Mall,Gauteng Province,BEAUTY,(R11807.78),5,CUST-00032,Mobile Money
TXN-000441,2024-11-13,MOTN,Limpopo Province,Food,242.16,1,CUST-01008,EFT
TXN-000442,06-01-2024,East Gate,GAUTENG,SPORTS,R 1 132.00,2,CUST-01401,Mobile Money
TXN-000443,2024-02-25,Online Store,Western cape,ELECTRONICS,R2399.05,2,CUST-01213,EFT
TXN-000444,18/09/2024,menlyn park,Gauteng Province,Cosmetics,"R 1,872.04",4,CUST-01043,Card
TXN-000445,01/11/2024,Bay West Mall,,Home & Living,R462.47,5,CUST-01128,Cash
TXN-000446,11-16-2024,canal walk,Western Cape,food & beverage,R141.62,1,CUST-00662,Card
TXN-000447,07-15-2024,Eastgate Mall,GP,electronics,"R 13,459.58",3,CUST-01442,Cash
TXN-000448,2024-02-28,Gateway Mall Umhlanga,Kwazulu-Natal,Food,(R4477.96),1,CUST-01356,Cash
TXN-000449,02-15-2024,,KwaZulu Natal,Clothes,R187,2,CUST-01207,Card
TXN-000450,02-24-2024,V&A Waterfront,Western Cape,CLOTHING,R2773,1,CUST-00665,Cash
TXN-000451,2024-01-09,Bay West Mall,E. Cape,Food,R 430.80,2,CUST-00053,Card
TXN-000452,2024-02-20,Menlyn Park,GP,electronics,-R4212.98,2,CUST-00362,Mobile Money
TXN-000453,29/12/2024,Eastgate Mall,Gauteng,beauty,R1771,3,CUST-01658,EFT
TXN-000454,16 Jun 2024,,GAUTENG,Food & Beverage,R260.41,1,CUST-00026,Mobile Money
TXN-000455,29 Feb 2024,Canal Walk,Western cape,Home & Living,6237.04,1,CUST-00119,EFT
TXN-000456,08-14-2024,MOTN,Limpopo,Food & Beverage,584.11,1,CUST-01260,EFT
TXN-000457,12-22-2024,East Gate,Gauteng,Sports,R 6 167.75,1,CUST-00042,EFT
TXN-000458,2024-01-22,,Kwazulu-Natal,Tech,"R 5,147.03",2,CUST-01432,Mobile Money
TXN-000459,07/08/2024,Menlyn Park,GAUTENG,BEAUTY,R570.99,2,CUST-01626,Card
TXN-000460,03-14-2024,Bay West Mall,,Home,R178.46,2,CUST-01255,Mobile Money
TXN-000461,2024-10-28,eastgate,GAUTENG,Apparel,R 568.58,2,CUST-00261,Mobile Money
TXN-000462,04-08-2024,Menlyn Park Mall,GAUTENG,Clothes,655.00,1,CUST-01807,Cash
TXN-000463,03 Oct 2024,Eastgate Mall,GAUTENG,F&B,R72.89,2,CUST-00123,Cash
TXN-000464,2024-02-11,V&A Waterfront,Western Cape,Sports & Outdoors,R3885.15,1,CUST-00400,Card
TXN-000465,2024-09-15,Eastgate Mall,Gauteng,Home & Living,1758.73,3,CUST-01168,Mobile Money
TXN-000466,08-12-2024,Sandton City Mall,gauteng,F&B,R77.83,1,CUST-00266,Mobile Money
TXN-000467,2024-05-20,V and A Waterfront,western cape,beauty,R-2597.81,2,CUST-00628,Mobile Money
TXN-000468,24 Dec 2024,Mall of the North,Limpopo,Food,R274.30,1,CUST-01282,EFT
TXN-000469,12-12-2024,,Western cape,Beauty,2702.46,1,CUST-00072,EFT
TXN-000470,23/05/2024,V and A Waterfront,W. Cape,Food,453.39,2,CUST-01948,EFT
TXN-000471,2024-03-06,East Gate,Gauteng,Clothing,R1141.52,3,CUST-00195,Mobile Money
TXN-000472,27/04/2024,,GP,Food & Beverage,528.42,2,CUST-01298,Card
TXN-000473,08-18-2024,V&A,W. Cape,CLOTHING,1313.96,1,CUST-01763,Card
TXN-000474,2024-12-20,,limpopo,Home & Living,R10568.98,1,CUST-00134,Card
TXN-000475,2024-11-06,Canal walk,western cape,F&B,R844.01,1,CUST-01103,Mobile Money
TXN-000476,05-30-2024,,Western cape,Home,R367.68,2,CUST-01504,Mobile Money
TXN-000477,03-14-2024,Bay West Mall,,Home,-R8696.58,2,CUST-01255,Mobile Money
TXN-000478,2024-11-09,menlyn park,gauteng,Electronics,R9854.96,1,CUST-00151,Cash
TXN-000479,11 Dec 2024,gateway umhlanga,Kwazulu-Natal,Elec.,R2296.11,2,CUST-01144,Mobile Money
TXN-000480,2024-04-11,eastgate,Gauteng,Clothes,R596.35,1,CUST-00199,Mobile Money
TXN-000481,19 Dec 2024,baywest mall,EC,Food,R 518.94,3,CUST-00223,EFT
TXN-000482,15 Apr 2024,,eastern cape,Home and Living,"R 1,563.20",4,CUST-01365,Mobile Money
TXN-000483,07-20-2024,Menlyn Park,GAUTENG,Clothes,R 288.69,1,CUST-01321,Card
TXN-000484,07 Dec 2024,Gateway,kwazulu natal,Food,R471.32,2,CUST-01213,Card
TXN-000485,03-01-2024,Web,LP,Tech,R9803,1,CUST-00170,EFT
TXN-000486,2024-08-11,mall of the north,limpopo,home & living,456.88,1,CUST-00893,Cash
TXN-000487,2024-07-01,Canal walk,WC,BEAUTY,R1315,1,CUST-00066,Cash
TXN-000488,27 Aug 2024,Canal Walk Mall,western cape,Cosmetics,R737.86,5,CUST-00146,Mobile Money
TXN-000489,2024-06-25,Gateway,kwazulu natal,sports,R 4 214.84,1,CUST-00039,EFT
TXN-000490,04-20-2024,Canal Walk Mall,Western Cape,Home & Living,"R 2,307.11",1,CUST-01675,Card
TXN-000491,2024-02-24,Sandton city,GP,Clothing,R 2 463.58,1,CUST-01222,Cash
TXN-000492,19/09/2024,Bay West Mall,eastern cape,Sport,"R 2,926.95",1,CUST-00090,EFT
TXN-000493,02-27-2024,gateway umhlanga,KwaZulu Natal,clothing,R1499.20,2,CUST-01520,Card
TXN-000494,02-23-2024,V&A,western cape,clothing,R 1 850.22,3,CUST-00440,Card
TXN-000495,25/09/2024,Gateway Mall Umhlanga,KwaZulu-Natal,Home & Living,7192.69,2,CUST-00963,Card
TXN-000496,02 Nov 2024,Eastgate,gauteng,Sport,1401.85,1,CUST-00168,Cash
TXN-000497,11-17-2024,Sandton City Mall,GAUTENG,home & living,R2250.56,1,CUST-01368,EFT
TXN-000498,08-20-2024,online,Eastern Cape,SPORTS,-R2870.31,1,CUST-00830,Card
TXN-000499,29 Apr 2024,Menlyn Park Mall,,Sports & Outdoors,R1189.93,2,CUST-01371,Cash
TXN-000500,12-17-2024,,gauteng,food & beverage,R1068,2,CUST-00667,EFT
TXN-000501,2024-08-28,ONLINE,E. Cape,Beauty,R 1 296.75,2,CUST-00238,EFT
TXN-000502,01/12/2024,,LP,Tech,R4775.36,1,CUST-00042,Card
TXN-000503,06-27-2024,V&A Waterfront,Western Cape,Home,"R 3,377.06",1,CUST-01664,Card
TXN-000504,21/01/2024,Menlyn Park,Gauteng Province,Electronics,-R232.53,2,CUST-02000,Cash
TXN-000505,08 Oct 2024,Sandton city,GP,BEAUTY,R772.69,1,CUST-00047,Card
TXN-000506,2024-02-29,Menlyn Park,gauteng,Beauty & Health,R1036.97,1,CUST-00057,Cash
TXN-000507,03 Dec 2024,,limpopo,food & beverage,-R957.94,3,CUST-01357,Card
TXN-000508,2024-01-21,gateway umhlanga,KwaZulu Natal,Elec.,"R 9,465.95",1,CUST-00133,Card
TXN-000509,2024-12-22,SANDTON CITY,Gauteng,Sports,R1305.09,1,CUST-01561,EFT
TXN-000510,2024-05-05,Menlyn Park,Gauteng,Cosmetics,R843.22,3,CUST-00200,Cash
TXN-000511,28 Aug 2024,Gateway,,Home,R1689.26,3,CUST-00035,EFT
TXN-000512,11/02/2024,VA Waterfront,western cape,Food and Beverage,R 231.12,4,CUST-00175,Card
TXN-000513,31/12/2024,,Gauteng,Electronics,20905.86,2,CUST-01389,EFT
TXN-000514,11-20-2024,,kwazulu natal,Food & Beverage,R586,4,CUST-00299,Card
TXN-000515,07/04/2024,ONLINE,kwazulu natal,Tech,R-2400.55,1,CUST-00075,Card
TXN-000516,06-15-2024,Online,,Cosmetics,R293.64,3,CUST-00368,EFT
TXN-000517,07-18-2024,Gateway Mall Umhlanga,KwaZulu-Natal,H&L,R6619,1,CUST-00145,EFT
TXN-000518,06-13-2024,,GAUTENG,electronics,"R 5,628.65",2,CUST-01405,EFT
TXN-000519,28 Aug 2024,mall of the north,LP,Cosmetics,1793.77,2,CUST-00533,EFT
TXN-000520,2024-03-20,eastgate,GP,Food & Beverage,R274.97,1,CUST-00451,EFT
TXN-000521,18/10/2024,Sandton City Mall,GP,Elec.,R14345.91,1,CUST-00020,Mobile Money
TXN-000522,2024-01-30,VA Waterfront,western cape,Sports & Outdoors,2416.15,1,CUST-00810,Mobile Money
TXN-000523,2024-08-04,,Limpopo Province,F&B,(R3106.22),1,CUST-00008,Card
TXN-000524,29 Sep 2024,Gateway Mall Umhlanga,KZN,Home and Living,R7456.40,2,CUST-01406,Card
TXN-000525,02-15-2024,Baywest,E. Cape,clothing,R312.38,1,CUST-00146,EFT
TXN-000526,2024-06-19,Gateway,KwaZulu Natal,Clothes,R-605.59,1,CUST-00069,Cash
TXN-000527,10-09-2024,Online Store,Eastern Cape,beauty,R1459.92,4,CUST-00749,Card
TXN-000528,07-24-2024,Menlyn Park,Gauteng,Food & Beverage,R666.75,4,CUST-00056,EFT
TXN-000529,02-24-2024,Sandton City Mall,Gauteng Province,CLOTHING,R 986.35,3,CUST-00496,Cash
TXN-000530,03-11-2024,Menlyn,Gauteng,Food & Beverage,R 231.02,1,CUST-00054,Mobile Money
TXN-000531,2024-04-16,Baywest,EC,Beauty,R846,1,CUST-00151,EFT
TXN-000532,09 Sep 2024,Eastgate Mall,gauteng,Beauty,-R330.72,2,CUST-01161,Mobile Money
TXN-000533,26 Jul 2024,eastgate,gauteng,H&L,421.10,2,CUST-00087,Cash
TXN-000534,2024-10-05,Canal Walk,Western Cape,Home & Living,R2069,1,CUST-00613,EFT
TXN-000535,03 May 2024,baywest mall,Eastern Cape,Apparel,R448.63,1,CUST-00963,EFT
TXN-000536,2024-10-29,Menlyn Park Mall,GAUTENG,Home & Living,7785.98,2,CUST-00014,EFT
TXN-000537,18 Jun 2024,Eastgate,Gauteng,Food & Beverage,R 544.96,1,CUST-00802,Card
TXN-000538,2024-01-18,East Gate,Gauteng Province,Electronics,R1111.85,1,CUST-00628,EFT
TXN-000539,20/03/2024,Gateway Mall Umhlanga,Kwazulu-Natal,H&L,R2951.94,1,CUST-01686,Card
TXN-000540,2024-03-11,menlyn park,Gauteng Province,Electronics,"R 3,913.84",4,CUST-00060,EFT
TXN-000541,2024-08-03,,Gauteng Province,Cosmetics,R1689.58,1,CUST-00067,Mobile Money
TXN-000542,25 Aug 2024,Eastgate,GAUTENG,Apparel,1990.33,4,CUST-01007,Card
TXN-000543,2024-12-17,,western cape,BEAUTY,244.87,4,CUST-00495,EFT
TXN-000544,22 Feb 2024,,KwaZulu Natal,Sports & Outdoors,2135.80,1,CUST-01214,EFT
TXN-000545,2024-12-15,Mall of the North,Limpopo Province,electronics,18925.84,4,CUST-00309,Card
